; ISO 3166-2:EC
; Source: https://www.iso.org/obp/ui/#iso:code:3166:EC
; Extracted on: 20220210
; 
; Subdivision category	3166-2 code	Subdivision name	Local variant	Language code Romanization system	Parent subdivision
province	EC-A	Azuay		es		
province	EC-B	Bolívar		es		
province	EC-C	Carchi		es		
province	EC-F	Cañar		es		
province	EC-H	Chimborazo		es		
province	EC-X	Cotopaxi		es		
province	EC-O	El Oro		es		
province	EC-E	Esmeraldas		es		
province	EC-W	Galápagos		es		
province	EC-G	Guayas		es		
province	EC-I	Imbabura		es		
province	EC-L	Loja		es		
province	EC-R	Los Ríos		es		
province	EC-M	Manabí		es		
province	EC-S	Morona Santiago		es		
province	EC-N	Napo		es		
province	EC-D*	Orellana		es		
province	EC-Y	Pastaza		es		
province	EC-P	Pichincha		es		
province	EC-SE*	Santa Elena		es		
province	EC-SD*	Santo Domingo de los Tsáchilas		es		
province	EC-U	Sucumbíos		es		
province	EC-T	Tungurahua		es		
province	EC-Z	Zamora Chinchipe		es		
